,location,total_sqft,bath,price,bhk
6984,Uttarahalli,1700.0,3.0,88.0,3
6985,Uttarahalli,1200.0,3.0,50.0,3
6986,Uttarahalli,1085.0,2.0,43.0,2
6988,Uttarahalli,1175.0,2.0,47.0,2
6989,Uttarahalli,1689.28,3.0,91.2,3
6990,Uttarahalli,1175.0,2.0,47.0,2
6991,Uttarahalli,1137.0,2.0,63.0,2
6992,Uttarahalli,1215.0,2.0,52.85,3
6994,Uttarahalli,1325.0,2.0,53.0,2
6995,Uttarahalli,1300.0,2.0,60.0,3
6996,Uttarahalli,850.0,2.0,35.0,2
6997,Uttarahalli,1627.86,3.0,88.0,3
6999,Uttarahalli,1360.0,2.0,61.2,3
7000,Uttarahalli,661.0,1.0,36.0,1
7001,Uttarahalli,1134.0,2.0,45.36,2
7003,Uttarahalli,1320.0,2.0,55.44,3
7004,Uttarahalli,1390.0,2.0,61.16,3
7005,Uttarahalli,1090.0,2.0,45.0,2
7006,Uttarahalli,1050.0,2.0,42.0,2
7007,Uttarahalli,1123.0,2.0,48.0,2
7008,Uttarahalli,1329.0,2.0,56.0,3
7009,Uttarahalli,938.0,2.0,35.0,2
7012,Uttarahalli,1100.0,1.0,45.0,2
7013,Uttarahalli,1125.0,2.0,47.0,2
7015,Uttarahalli,1685.0,3.0,85.0,3
7016,Uttarahalli,1390.0,2.0,62.55,3
7018,Uttarahalli,1180.0,2.0,41.3,2
7019,Uttarahalli,1380.0,2.0,42.0,2
7020,Uttarahalli,1737.0,2.0,95.0,3
7022,Uttarahalli,1160.0,2.0,45.0,2
7023,Uttarahalli,1280.0,2.0,60.0,3
7025,Uttarahalli,1190.0,2.0,53.55,2
7026,Uttarahalli,1330.0,2.0,57.0,3
7027,Uttarahalli,1560.0,3.0,74.0,3
7029,Uttarahalli,1125.0,2.0,48.0,2
7030,Uttarahalli,1320.0,2.0,55.44,3
7032,Uttarahalli,1160.0,2.0,40.6,2
7034,Uttarahalli,1065.0,2.0,42.59,2
7035,Uttarahalli,1075.0,2.0,46.76,2
7036,Uttarahalli,1155.0,2.0,40.6,2
7039,Uttarahalli,1215.0,2.0,52.85,3
7041,Uttarahalli,1180.0,2.0,41.3,2
7044,Uttarahalli,1002.0,2.0,40.08,2
7045,Uttarahalli,1002.0,2.0,40.08,2
7046,Uttarahalli,1075.0,2.0,40.0,2
7048,Uttarahalli,1155.0,2.0,40.43,2
7050,Uttarahalli,1025.0,2.0,35.88,2
7051,Uttarahalli,1125.0,2.0,47.65,2
7052,Uttarahalli,1300.0,2.0,55.0,2
7053,Uttarahalli,1025.0,2.0,35.88,2
7054,Uttarahalli,980.0,2.0,45.0,2
7055,Uttarahalli,1125.0,2.0,47.0,2
7060,Uttarahalli,1175.0,2.0,47.0,2
7063,Uttarahalli,1525.0,2.0,62.82,3
7064,Uttarahalli,1265.0,2.0,65.0,3
7067,Uttarahalli,1213.0,2.0,48.0,2
7069,Uttarahalli,900.0,2.0,35.0,2
7070,Uttarahalli,1065.0,2.0,42.6,2
7073,Uttarahalli,1125.0,2.0,47.0,2
7074,Uttarahalli,1270.0,2.0,55.25,3
7075,Uttarahalli,1270.0,2.0,55.25,3
7076,Uttarahalli,1107.0,2.0,45.0,2
7077,Uttarahalli,1200.0,2.0,55.0,2
7079,Uttarahalli,1460.0,3.0,76.0,3
7080,Uttarahalli,1500.0,3.0,68.0,3
7081,Uttarahalli,1120.0,2.0,50.0,2
7082,Uttarahalli,1150.0,2.0,46.0,2
7083,Uttarahalli,1330.0,2.0,58.0,3
7085,Uttarahalli,1050.0,2.0,42.0,2
7086,Uttarahalli,1125.0,2.0,48.0,2
7088,Uttarahalli,1345.0,2.0,57.0,3
7089,Uttarahalli,1345.0,2.0,57.0,3
7091,Uttarahalli,1000.0,2.0,52.0,2
7092,Uttarahalli,1037.0,2.0,36.0,2
7094,Uttarahalli,1000.0,2.0,39.5,2
7095,Uttarahalli,1125.0,1.0,45.0,2
7097,Uttarahalli,1160.0,2.0,40.58,2
7098,Uttarahalli,1123.0,2.0,60.0,2
7100,Uttarahalli,1000.0,2.0,35.0,2
7101,Uttarahalli,1330.0,2.0,57.0,3
7102,Uttarahalli,1125.0,2.0,47.0,2
7103,Uttarahalli,1165.0,1.0,42.09,2
7104,Uttarahalli,1260.0,2.0,55.0,2
7105,Uttarahalli,1284.0,2.0,53.36,2
7106,Uttarahalli,1150.0,2.0,45.99,2
7108,Uttarahalli,1290.0,2.0,56.12,3
7109,Uttarahalli,1328.0,2.0,56.0,3
7110,Uttarahalli,1040.0,2.0,36.4,2
7111,Uttarahalli,1290.0,2.0,56.12,3
7113,Uttarahalli,1075.0,2.0,46.76,2
7114,Uttarahalli,1345.0,2.0,57.0,3
7115,Varthur,1160.0,2.0,44.0,2
7116,Varthur,1385.0,2.0,80.0,2
7118,Varthur,1024.0,2.0,42.0,2
7119,Varthur,1125.0,2.0,40.0,2
7120,Varthur,1112.0,2.0,40.0,2
7121,Varthur,1055.0,2.0,45.35,2
7122,Varthur,1280.0,2.0,65.0,2
7123,Varthur,977.0,2.0,36.0,2
7124,Varthur,1250.0,3.0,71.0,3
7125,Varthur,1200.0,3.0,67.75,3
7126,Varthur,1111.0,2.0,41.88,2
7127,Varthur,1140.0,2.0,55.5,2
7128,Varthur,1012.0,2.0,59.0,2
7129,Varthur,1140.0,2.0,39.9,2
7130,Varthur,1090.0,2.0,48.0,2
7131,Varthur,1450.0,3.0,71.0,3
7132,Varthur,1210.0,2.0,60.0,2
7133,Varthur,1070.0,2.0,46.0,2
7134,Varthur,1360.0,2.0,85.0,3
7135,Varthur,965.0,2.0,34.0,2
7136,Varthur,1120.0,2.0,44.24,2
7137,Varthur,1395.0,2.0,79.0,3
7138,Varthur,1085.0,2.0,45.0,2
7139,Varthur,1250.0,2.0,47.0,2
7140,Varthur,1200.0,3.0,68.38,3
7142,Varthur,1155.0,2.0,60.0,2
7143,Varthur,1035.0,2.0,60.0,2
7144,Varthur,1155.0,2.0,39.0,2
7145,Varthur,1180.0,2.0,55.0,2
7147,Varthur,1738.0,2.0,57.35,2
7148,Varthur,1045.0,2.0,40.65,2
7149,Varthur,1155.0,2.0,39.0,2
7151,Varthur,1210.0,2.0,64.15,2
7153,Varthur,1105.0,2.0,38.0,2
7154,Varthur,1560.0,3.0,90.0,3
7155,Varthur,1760.0,2.0,85.0,2
7156,Varthur,1210.0,2.0,54.0,2
7157,Varthur,1112.0,2.0,40.0,2
7159,Varthur,1000.0,1.0,65.0,2
7161,Varthur Road,900.0,2.0,27.0,2
7162,Varthur Road,1277.0,2.0,59.0,2
7163,Varthur Road,1247.0,2.0,58.0,3
7164,Varthur Road,1050.0,2.0,42.7,2
7165,Varthur Road,1255.0,2.0,52.76,2
7167,Varthur Road,1033.0,2.0,32.0,2
7168,Varthur Road,1140.0,2.0,49.11,2
7169,Varthur Road,850.0,2.0,25.4,2
7170,Vasanthapura,1022.0,2.0,40.0,2
7171,Vasanthapura,1135.0,2.0,39.73,2
7172,Vasanthapura,995.0,2.0,34.82,2
7173,Vasanthapura,995.0,2.0,34.82,2
7174,Vasanthapura,1037.0,2.0,36.28,2
7175,Vasanthapura,978.0,2.0,34.22,2
7176,Vasanthapura,1037.0,2.0,36.28,2
7177,Vidyaranyapura,1440.0,2.0,95.0,2
7178,Vidyaranyapura,1062.0,2.0,38.0,2
7179,Vidyaranyapura,1200.0,2.0,55.0,2
7180,Vidyaranyapura,1200.0,4.0,90.0,4
7182,Vidyaranyapura,1060.0,2.0,55.0,2
7183,Vidyaranyapura,1100.0,2.0,54.0,2
7184,Vidyaranyapura,1440.0,2.0,70.0,3
7185,Vidyaranyapura,1100.0,2.0,54.0,2
7186,Vidyaranyapura,1000.0,2.0,35.0,2
7188,Vidyaranyapura,1120.0,2.0,70.0,2
7189,Vidyaranyapura,945.0,2.0,40.0,2
7190,Vidyaranyapura,1100.0,2.0,54.0,2
7191,Vidyaranyapura,1200.0,2.0,65.0,3
7192,Vidyaranyapura,1200.0,2.0,52.0,2
7193,Vidyaranyapura,1050.0,2.0,50.0,2
7194,Vidyaranyapura,1188.0,2.0,50.0,2
7195,Vidyaranyapura,1100.0,2.0,75.0,3
7196,Vidyaranyapura,1100.0,2.0,72.0,3
7197,Vidyaranyapura,2400.0,5.0,135.0,4
7198,Vidyaranyapura,1100.0,2.0,41.0,2
7199,Vidyaranyapura,1200.0,2.0,60.5,2
7200,Vidyaranyapura,1200.0,2.0,42.0,2
7201,Vijayanagar,1704.0,3.0,110.0,3
7202,Vijayanagar,1933.0,3.0,129.0,3
7204,Vijayanagar,1450.0,3.0,100.0,3
7205,Vijayanagar,1580.0,2.0,134.0,3
7206,Vijayanagar,1826.0,3.0,121.0,3
7207,Vijayanagar,1739.0,3.0,116.0,3
7208,Vijayanagar,1490.0,3.0,100.0,3
7209,Vijayanagar,1180.0,2.0,65.0,2
7210,Vijayanagar,606.0,1.0,34.78,1
7211,Vijayanagar,1352.0,2.0,68.0,2
7212,Vijayanagar,1527.0,3.0,115.0,3
7213,Vijayanagar,989.0,2.0,60.0,2
7214,Vijayanagar,1520.0,2.0,103.0,3
7215,Vijayanagar,1749.0,3.0,117.0,3
7216,Vijayanagar,1046.0,2.0,75.0,2
7217,Vijayanagar,606.0,1.0,40.0,1
7218,Vijayanagar,1200.0,2.0,62.0,2
7221,Vijayanagar,1760.0,3.0,140.0,3
7222,Vijayanagar,2047.0,3.0,136.0,3
7223,Vijayanagar,1200.0,2.0,75.0,3
7224,Vijayanagar,1178.0,2.0,82.0,2
7225,Vijayanagar,864.0,2.0,45.0,2
7226,Vijayanagar,2100.0,6.0,252.0,4
7227,Vijayanagar,920.0,2.0,60.0,2
7228,Vijayanagar,1019.0,2.0,58.0,2
7229,Vijayanagar,2400.0,6.0,125.0,5
7230,Vijayanagar,1180.0,2.0,86.0,2
7231,Vijayanagar,1046.0,2.0,49.06,2
7232,Vijayanagar,2400.0,2.0,230.0,1
7233,Vijayanagar,492.0,1.0,40.0,1
7235,Vishveshwarya Layout,750.0,1.0,30.0,1
7236,Vishveshwarya Layout,2000.0,4.0,75.0,4
7237,Vishveshwarya Layout,2100.0,6.0,92.0,6
7238,Vishveshwarya Layout,2000.0,3.0,90.0,4
7239,Vishwapriya Layout,820.0,2.0,30.0,2
7240,Vishwapriya Layout,770.0,2.0,30.0,2
7241,Vishwapriya Layout,910.0,2.0,36.0,2
7242,Vishwapriya Layout,890.0,2.0,37.0,2
7243,Vittasandra,1404.0,2.0,71.0,2
7244,Vittasandra,1246.0,2.0,67.0,2
7245,Vittasandra,1404.0,2.0,69.3,2
7246,Vittasandra,1246.0,2.0,67.3,2
7247,Vittasandra,1246.0,2.0,64.5,2
7248,Vittasandra,1246.0,2.0,64.5,2
7249,Vittasandra,1246.0,2.0,68.0,2
7251,Vittasandra,1238.0,2.0,67.0,2
7252,Vittasandra,1404.0,2.0,75.0,2
7253,Vittasandra,1246.0,2.0,65.0,2
7254,Vittasandra,1238.0,2.0,67.0,2
7255,Vittasandra,1246.0,2.0,67.4,2
7256,Vittasandra,1259.0,2.0,67.4,2
7257,Vittasandra,1404.0,2.0,68.8,2
7258,Vittasandra,1246.0,2.0,62.3,2
7259,Vittasandra,1246.0,2.0,63.0,2
7260,Vittasandra,1246.0,2.0,67.4,2
7261,Vittasandra,1246.0,2.0,65.4,2
7263,Vittasandra,1238.0,2.0,67.32,2
7264,Vittasandra,1246.0,2.0,67.4,2
7266,Vittasandra,1246.0,2.0,67.3,2
7267,Vittasandra,1404.0,2.0,70.0,2
7268,Vittasandra,1259.0,2.0,67.48,2
7269,Vittasandra,1404.0,2.0,75.0,2
7271,Vittasandra,1246.0,2.0,67.0,2
7274,Vittasandra,1404.0,2.0,72.0,2
7275,Vittasandra,1246.0,2.0,67.5,2
7276,Vittasandra,1246.0,2.0,67.5,2
7277,Vittasandra,1404.0,2.0,70.0,2
7278,Vittasandra,1246.0,2.0,65.0,2
7279,Vittasandra,1246.0,2.0,67.4,2
7283,Whitefield,1610.0,3.0,81.0,3
7284,Whitefield,1459.0,2.0,94.82,2
7289,Whitefield,1280.0,2.0,75.0,2
7291,Whitefield,1910.0,3.0,161.0,3
7292,Whitefield,3252.0,4.0,230.0,4
7293,Whitefield,11890.0,4.0,700.0,4
7296,Whitefield,1150.0,2.0,70.0,2
7297,Whitefield,1768.0,3.0,101.0,3
7299,Whitefield,4144.0,4.0,315.0,4
7300,Whitefield,4104.0,4.0,360.0,4
7301,Whitefield,1790.0,3.0,100.0,3
7302,Whitefield,1720.0,3.0,100.0,3
7304,Whitefield,1640.0,4.0,91.0,3
7307,Whitefield,2280.0,4.0,126.0,3
7311,Whitefield,1897.0,3.0,130.0,3
7312,Whitefield,2225.0,2.0,125.0,3
7313,Whitefield,4348.5,2.0,304.0,4
7316,Whitefield,2268.0,3.0,163.0,4
7319,Whitefield,2400.0,4.0,200.0,4
7321,Whitefield,1360.0,2.0,95.0,2
7323,Whitefield,1697.0,3.0,94.79,3
7324,Whitefield,5000.0,4.0,400.0,4
7325,Whitefield,3000.0,5.0,250.0,4
7326,Whitefield,1700.0,3.0,115.0,3
7329,Whitefield,2842.0,3.0,162.0,3
7333,Whitefield,1500.0,3.0,130.0,3
7334,Whitefield,1280.0,2.0,75.0,2
7336,Whitefield,1405.0,2.0,78.0,3
7337,Whitefield,2225.0,3.0,115.0,3
7338,Whitefield,1272.0,2.0,95.05,2
7341,Whitefield,1192.0,2.0,71.0,2
7345,Whitefield,1626.0,3.0,89.0,3
7346,Whitefield,1585.0,3.0,88.0,3
7347,Whitefield,665.0,2.0,28.585,1
7349,Whitefield,1280.0,2.0,85.0,2
7350,Whitefield,1200.0,3.0,68.5,3
7351,Whitefield,4000.0,4.0,330.0,4
7352,Whitefield,1697.0,3.0,108.0,3
7354,Whitefield,3606.0,4.0,312.0,4
7355,Whitefield,1485.0,2.0,90.0,2
7356,Whitefield,950.0,1.0,50.0,1
7357,Whitefield,3584.0,4.0,199.0,4
7358,Whitefield,825.0,1.0,45.0,1
7361,Whitefield,1635.0,2.0,85.0,3
7362,Whitefield,1216.0,2.0,79.0,2
7368,Whitefield,920.0,2.0,63.0,2
7370,Whitefield,1170.0,2.0,71.0,2
7371,Whitefield,1118.0,2.0,75.0,2
7372,Whitefield,1800.0,3.0,110.0,3
7373,Whitefield,1562.0,3.0,103.0,3
7376,Whitefield,2321.0,4.0,128.0,3
7377,Whitefield,1320.0,2.0,95.0,2
7380,Whitefield,3010.0,3.0,200.0,3
7381,Whitefield,1346.0,2.0,96.17,2
7382,Whitefield,3850.0,5.0,316.0,3
7386,Whitefield,2500.0,4.0,155.0,4
7387,Whitefield,905.0,1.0,55.0,1
7389,Whitefield,2268.0,3.0,146.0,4
7392,Whitefield,630.5,1.0,32.79,1
7393,Whitefield,3537.0,5.0,210.0,4
7395,Whitefield,1697.0,3.0,115.0,3
7399,Whitefield,3250.0,5.0,290.0,5
7403,Whitefield,1269.0,2.0,75.0,2
7404,Whitefield,3227.0,5.0,250.0,5
7405,Whitefield,1545.0,3.0,79.0,3
7408,Whitefield,3262.0,4.0,260.0,4
7410,Whitefield,1132.0,2.0,79.28,2
7413,Whitefield,2830.0,5.0,160.0,4
7415,Whitefield,1195.0,2.0,70.0,2
7416,Whitefield,3480.0,4.0,284.0,3
7419,Whitefield,709.0,1.0,34.385,1
7421,Whitefield,1320.0,2.0,79.5,2
7422,Whitefield,750.0,2.0,52.7,2
7423,Whitefield,1200.0,3.0,61.96,3
7428,Whitefield,2094.0,2.0,113.19,3
7430,Whitefield,3445.0,5.0,270.0,4
7431,Whitefield,1700.0,3.0,140.0,3
7432,Whitefield,4827.0,4.0,400.0,4
7433,Whitefield,1405.0,2.0,84.5,2
7435,Whitefield,3252.0,4.0,280.0,4
7437,Whitefield,1150.0,2.0,90.0,2
7438,Whitefield,2400.0,4.0,147.0,4
7440,Whitefield,624.0,1.0,35.0,1
7443,Whitefield,1700.0,3.0,95.0,3
7444,Whitefield,4960.0,4.0,400.0,4
7445,Whitefield,2928.0,4.0,198.0,4
7447,Whitefield,2700.0,5.0,175.0,3
7448,Whitefield,1216.0,2.0,84.0,2
7449,Whitefield,2882.0,5.0,204.0,4
7450,Whitefield,1840.0,3.0,140.0,3
7451,Whitefield,1778.0,3.0,122.0,3
7453,Whitefield,650.0,1.0,25.0,1
7454,Whitefield,2155.0,3.0,125.0,4
7459,Whitefield,1216.0,2.0,75.0,2
7461,Whitefield,1255.0,2.0,77.0,2
7462,Whitefield,1216.0,2.0,73.0,2
7463,Whitefield,709.0,1.0,34.735,1
7467,Whitefield,1745.0,3.0,100.0,3
7468,Whitefield,3200.0,4.0,224.0,4
7470,Whitefield,825.0,1.0,44.9,1
7474,Whitefield,1870.0,3.0,138.0,3
7477,Whitefield,1862.0,3.0,125.0,3
7478,Whitefield,1655.0,3.0,113.0,3
7479,Whitefield,530.0,1.0,29.44,1
7481,Whitefield,905.0,1.0,50.0,1
7482,Whitefield,1600.0,3.0,82.0,3
7483,Whitefield,1230.0,4.0,80.0,4
7485,Whitefield,630.5,1.0,32.15,1
7486,Whitefield,905.0,1.0,52.0,1
7490,Whitefield,1216.0,2.0,83.0,2
7495,Whitefield,4075.0,5.0,226.0,4
7496,Whitefield,1216.0,2.0,75.0,2
7504,Whitefield,2856.0,5.0,158.5,4
7507,Whitefield,750.0,1.0,51.0,1
7510,Whitefield,1173.0,2.0,77.0,2
7511,Whitefield,1200.0,3.0,68.4,3
7515,Whitefield,3425.0,5.0,250.0,4
7520,Whitefield,2173.0,3.0,128.0,3
7522,Whitefield,905.0,1.0,62.0,1
7523,Whitefield,1870.0,3.0,138.0,3
7524,Whitefield,1320.0,2.0,99.26,2
7525,Whitefield,2901.0,4.0,190.0,3
7526,Whitefield,1485.0,2.0,96.51,2
7527,Whitefield,1755.0,3.0,101.0,3
7529,Whitefield,2225.0,3.0,149.0,3
7530,Whitefield,1250.0,2.0,82.0,2
7532,Whitefield,605.0,1.0,40.0,1
7535,Whitefield,2210.0,3.0,156.0,3
7536,Whitefield,1173.0,2.0,78.2,2
7537,Whitefield,1740.0,4.0,130.0,3
7538,Whitefield,1216.0,2.0,75.0,2
7540,Whitefield,1655.0,3.0,120.0,3
7541,Whitefield,4003.0,6.0,300.0,4
7543,Whitefield,1180.0,2.0,70.0,2
7545,Whitefield,2023.0,4.0,130.0,3
7546,Whitefield,2134.0,4.0,118.0,3
7549,Whitefield,905.0,1.0,60.0,1
7555,Whitefield,1452.0,3.0,90.0,3
7556,Whitefield,2850.0,5.0,240.0,4
7559,Whitefield,2830.0,5.0,190.0,4
7560,Whitefield,1295.0,2.0,78.5,2
7561,Whitefield,840.0,1.0,57.6,1
7562,Whitefield,640.0,1.0,19.83,1
7563,Whitefield,1991.0,3.0,104.0,3
7567,Whitefield,1655.0,3.0,97.0,3
7568,Whitefield,1850.0,3.0,150.0,3
7569,Whitefield,1200.0,3.0,67.77,3
7570,Whitefield,1290.0,2.0,90.0,2
7573,Whitefield,1216.0,2.0,75.0,2
7574,Whitefield,1356.0,2.0,94.84,2
7575,Whitefield,1338.0,2.0,103.0,2
7578,Whitefield,3450.0,4.0,208.0,3
7582,Whitefield,1267.0,2.0,90.33,2
7583,Whitefield,2400.0,4.0,143.0,4
7584,Whitefield,1836.0,3.0,125.0,3
7586,Whitefield,3596.0,3.0,200.0,3
7587,Whitefield,1275.0,2.0,65.0,3
7590,Whitefield,1216.0,2.0,82.0,2
7591,Whitefield,1495.0,3.0,88.0,2
7592,Whitefield,1564.0,3.0,103.0,3
7593,Whitefield,1585.0,3.0,84.0,3
7596,Whitefield,1558.0,3.0,90.0,3
7597,Whitefield,1216.0,2.0,75.0,2
7599,Whitefield,1704.0,3.0,120.0,3
7601,Whitefield,1256.0,2.0,73.0,2
7604,Whitefield,1300.0,2.0,78.0,2
7605,Whitefield,1570.0,3.0,88.0,3
7606,Whitefield,1216.0,2.0,84.03,2
7608,Whitefield,1216.0,2.0,72.5,2
7610,Whitefield,2025.0,4.0,115.0,3
7611,Whitefield,1346.0,2.0,100.0,3
7615,Whitefield,2990.0,3.0,198.0,4
7618,Whitefield,1720.0,3.0,98.97,3
7619,Whitefield,1600.0,3.0,95.0,3
7620,Whitefield,1655.0,3.0,108.0,3
7621,Whitefield,1740.0,3.0,95.0,3
7623,Whitefield,1350.0,2.0,88.0,2
7625,Whitefield,1216.0,2.0,80.0,2
7626,Whitefield,2900.0,4.0,225.0,4
7627,Whitefield,1340.0,2.0,101.0,2
7629,Whitefield,1500.0,3.0,78.57,3
7630,Whitefield,1626.0,3.0,85.0,3
7632,Whitefield,1100.0,2.0,65.0,2
7634,Whitefield,1270.0,2.0,65.0,3
7635,Whitefield,3117.0,3.0,261.0,3
7636,Whitefield,1216.0,2.0,73.0,2
7638,Whitefield,3150.0,3.0,290.0,3
7640,Whitefield,2956.0,5.0,234.0,4
7644,Whitefield,2247.0,3.0,145.0,3
7645,Whitefield,3940.0,5.0,265.0,4
7647,Whitefield,1160.0,2.0,67.0,2
7649,Whitefield,1180.0,2.0,77.0,2
7650,Whitefield,2140.0,3.0,139.0,3
7651,Whitefield,1314.0,2.0,84.0,2
7658,Whitefield,1431.0,3.0,85.0,3
7659,Whitefield,524.0,1.0,29.0,1
7660,Whitefield,2830.0,4.0,161.0,4
7661,Whitefield,2135.0,3.0,149.0,4
7663,Whitefield,3075.0,2.0,188.0,4
7664,Whitefield,1760.0,3.0,160.0,3
7665,Whitefield,1655.0,3.0,110.0,3
7666,Whitefield,840.0,1.0,57.0,1
7667,Whitefield,1725.0,3.0,106.0,3
7670,Whitefield,516.0,1.0,39.0,1
7672,Whitefield,6000.0,4.0,410.0,4
7673,Whitefield,1639.0,3.0,107.0,3
7674,Whitefield,1820.0,3.0,113.0,3
7676,Whitefield,3565.0,4.0,218.0,4
7677,Whitefield,3410.0,5.0,253.0,4
7680,Whitefield,4500.0,4.0,330.0,4
7681,Whitefield,1250.0,2.0,85.0,2
7683,Whitefield,1277.0,2.0,77.0,2
7684,Whitefield,1820.0,3.0,140.0,3
7685,Whitefield,3453.0,4.0,247.0,4
7691,Whitefield,2280.0,4.0,125.0,3
7692,Whitefield,2882.0,5.0,200.0,4
7694,Whitefield,1639.5,3.0,92.63,3
7697,Whitefield,1190.0,2.0,70.0,2
7699,Whitefield,1270.0,2.0,94.0,2
7700,Whitefield,1220.0,2.0,89.0,2
7703,Whitefield,3758.0,3.0,300.0,3
7708,Whitefield,1216.0,2.0,72.0,2
7710,Whitefield,5400.0,5.0,475.0,4
7711,Whitefield,1396.0,3.0,74.0,3
7720,Whitefield,1615.0,3.0,96.9,3
7726,Whitefield,1200.0,2.0,70.0,2
7729,Whitefield,1216.0,2.0,75.0,2
7731,Whitefield,2321.0,4.0,157.0,3
7732,Whitefield,1224.0,2.0,75.0,2
7733,Whitefield,1655.0,3.0,113.0,3
7735,Whitefield,4144.0,5.0,331.0,5
7738,Whitefield,1200.0,3.0,67.75,3
7739,Whitefield,2444.0,4.0,145.0,4
7740,Whitefield,1270.0,2.0,110.0,2
7741,Whitefield,1660.0,3.0,110.0,3
7742,Whitefield,1270.0,2.0,105.0,2
7744,Whitefield,1173.0,2.0,78.2,2
7745,Whitefield,1362.0,2.0,85.0,2
7747,Whitefield,1457.0,2.0,105.0,3
7748,Whitefield,1720.0,3.0,128.0,3
7752,Whitefield,1564.0,3.0,103.0,3
7756,Whitefield,1639.0,3.0,107.0,3
7757,Whitefield,1760.0,3.0,139.0,3
7758,Whitefield,613.0,1.0,48.0,1
7759,Whitefield,1730.0,3.0,125.0,3
7761,Whitefield,877.0,1.0,59.0,1
7765,Yelachenahalli,1464.0,2.0,105.0,3
7766,Yelachenahalli,2400.0,1.0,150.0,2
7767,Yelachenahalli,1700.0,3.0,130.0,3
7768,Yelachenahalli,1080.0,2.0,55.0,2
7769,Yelachenahalli,1400.0,2.0,78.0,2
7770,Yelachenahalli,1330.0,3.0,73.5,3
7771,Yelachenahalli,800.0,1.0,30.0,2
7772,Yelachenahalli,1100.0,2.0,60.0,2
7773,Yelachenahalli,1365.0,2.0,72.0,3
7774,Yelachenahalli,1103.0,2.0,55.0,2
7775,Yelachenahalli,1000.0,2.0,50.0,2
7777,Yelahanka,1326.0,2.0,78.0,2
7784,Yelahanka,1705.0,3.0,95.0,3
7785,Yelahanka,1234.0,2.0,80.0,2
7786,Yelahanka,1315.0,2.0,85.0,2
7787,Yelahanka,1170.0,2.0,62.5,2
7789,Yelahanka,697.0,1.0,45.0,1
7792,Yelahanka,2195.0,4.0,127.0,3
7794,Yelahanka,1614.0,3.0,95.0,3
7796,Yelahanka,628.0,1.0,24.0,1
7799,Yelahanka,654.0,1.0,38.4,1
7807,Yelahanka,1825.0,3.0,105.0,3
7808,Yelahanka,1603.0,3.0,96.0,3
7809,Yelahanka,1304.0,2.0,79.0,2
7815,Yelahanka,1517.0,3.0,76.3,3
7819,Yelahanka,1327.0,2.0,85.0,2
7822,Yelahanka,1566.0,3.0,97.0,3
7824,Yelahanka,1270.0,2.0,78.0,2
7825,Yelahanka,1400.0,2.0,80.54,3
7827,Yelahanka,1322.0,2.0,86.0,2
7828,Yelahanka,1100.0,2.0,70.0,2
7829,Yelahanka,1200.0,2.0,70.0,2
7831,Yelahanka,4000.0,5.0,220.0,5
7832,Yelahanka,2675.0,4.0,140.0,4
7834,Yelahanka,654.0,1.0,37.0,1
7835,Yelahanka,1465.0,3.0,80.01,3
7839,Yelahanka,1692.0,3.0,83.0,3
7844,Yelahanka,2145.0,3.0,125.0,3
7846,Yelahanka,1322.0,2.0,75.0,2
7849,Yelahanka,602.0,1.0,26.0,1
7850,Yelahanka,1100.0,2.0,60.0,2
7851,Yelahanka,1614.0,2.0,100.0,3
7852,Yelahanka,1890.0,3.0,108.0,3
7853,Yelahanka,1556.0,3.0,86.0,3
7854,Yelahanka,1610.0,4.0,85.0,3
7860,Yelahanka,1859.0,3.0,108.0,3
7862,Yelahanka,1322.0,2.0,80.0,2
7865,Yelahanka,2600.0,4.0,175.0,4
7866,Yelahanka,1305.0,2.0,78.0,2
7868,Yelahanka,1711.0,3.0,85.61,3
7869,Yelahanka,1315.0,2.0,75.0,2
7870,Yelahanka,3600.0,6.0,200.0,6
7872,Yelahanka,1614.0,3.0,95.0,3
7873,Yelahanka,1650.0,3.0,105.0,3
7878,Yelahanka,3990.0,4.0,260.0,4
7879,Yelahanka,1620.0,3.0,90.0,3
7880,Yelahanka,654.0,1.0,36.25,1
7881,Yelahanka,1614.0,3.0,93.0,3
7882,Yelahanka,694.0,1.0,30.84,1
7883,Yelahanka,1115.0,2.0,60.0,2
7884,Yelahanka,2317.0,4.0,140.0,3
7885,Yelahanka,1653.0,3.0,93.0,3
7886,Yelahanka,654.0,1.0,38.0,1
7888,Yelahanka,1445.0,2.0,82.0,2
7890,Yelahanka,602.0,1.0,38.0,1
7891,Yelahanka,697.0,1.0,35.0,1
7893,Yelahanka,682.0,1.0,36.23,1
7895,Yelahanka,1560.0,2.0,98.0,3
7896,Yelahanka,1780.0,3.0,107.0,3
7897,Yelahanka,1342.0,2.0,75.0,3
7898,Yelahanka,1823.0,3.0,103.0,3
7899,Yelahanka,1792.0,3.0,104.0,3
7900,Yelahanka,1304.0,2.0,69.97,2
7903,Yelahanka,1300.0,2.0,69.23,2
7904,Yelahanka,1705.0,3.0,91.0,3
7906,Yelahanka,1835.0,3.0,108.0,3
7907,Yelahanka,1847.0,3.0,92.0,3
7909,Yelahanka,1890.0,3.0,109.0,3
7910,Yelahanka,700.0,1.0,38.0,1
7911,Yelahanka,1491.0,3.0,85.0,3
7912,Yelahanka,2088.0,5.0,110.0,4
7915,Yelahanka,3019.0,6.0,190.0,4
